unit,unit_id,unit_count,opponent,opponent_id,opponent_count,kills,deaths,kill_rate,death_rate,kdr,status
Legionary,1,250,Darkhan,2,250,217,96,0.87,38.4,2.26,Win
Legionary,1,250,Darkhan,2,250,216,87,0.86,34.8,2.48,Win
Legionary,1,250,Darkhan,2,250,207,70,0.83,28.0,2.96,Win
Legionary,1,250,Darkhan,2,250,234,36,0.94,14.4,6.5,Win
Legionary,1,250,Darkhan,2,250,239,44,0.96,17.6,5.43,Win
Legionary,1,250,Darkhan,2,250,199,50,0.8,20.0,3.98,Win
Legionary,1,250,Darkhan,2,250,213,32,0.85,12.8,6.66,Win
Legionary,1,250,Darkhan,2,250,198,115,0.79,46.0,1.72,Win
Legionary,1,250,Darkhan,2,250,199,84,0.8,33.6,2.37,Win
Legionary,1,250,Darkhan,2,250,196,123,0.78,49.2,1.59,Win
Legionary,1,250,Sergeant,3,250,172,77,0.69,30.8,2.23,Win
Legionary,1,250,Sergeant,3,250,234,162,0.94,64.8,1.44,Win
Legionary,1,250,Sergeant,3,250,221,139,0.88,55.6,1.59,Win
Legionary,1,250,Sergeant,3,250,204,114,0.82,45.6,1.79,Win
Legionary,1,250,Sergeant,3,250,220,156,0.88,62.4,1.41,Win
Legionary,1,250,Sergeant,3,250,216,98,0.86,39.2,2.2,Win
Legionary,1,250,Sergeant,3,250,212,103,0.85,41.2,2.06,Win
Legionary,1,250,Sergeant,3,250,192,104,0.77,41.6,1.85,Win
Legionary,1,250,Sergeant,3,250,197,78,0.79,31.2,2.53,Win
Legionary,1,250,Sergeant,3,250,192,134,0.77,53.6,1.43,Win
Legionary,1,250,Oathsworn,4,250,195,47,0.78,18.8,4.15,Win
Legionary,1,250,Oathsworn,4,250,189,55,0.76,22.0,3.44,Win
Legionary,1,250,Oathsworn,4,250,191,62,0.76,24.8,3.08,Win
Legionary,1,250,Oathsworn,4,250,203,53,0.81,21.2,3.83,Win
Legionary,1,250,Oathsworn,4,250,194,43,0.78,17.2,4.51,Win
Legionary,1,250,Oathsworn,4,250,213,39,0.85,15.6,5.46,Win
Legionary,1,250,Oathsworn,4,250,219,41,0.88,16.4,5.34,Win
Legionary,1,250,Oathsworn,4,250,221,31,0.88,12.4,7.13,Win
Legionary,1,250,Oathsworn,4,250,218,103,0.87,41.2,2.12,Win
Legionary,1,250,Oathsworn,4,250,207,35,0.83,14.0,5.91,Win
Legionary,1,250,Wildling,5,250,223,27,0.89,10.8,8.26,Win
Legionary,1,250,Wildling,5,250,201,48,0.8,19.2,4.19,Win
Legionary,1,250,Wildling,5,250,203,35,0.81,14.0,5.8,Win
Legionary,1,250,Wildling,5,250,219,33,0.88,13.2,6.64,Win
Legionary,1,250,Wildling,5,250,220,26,0.88,10.4,8.46,Win
Legionary,1,250,Wildling,5,250,191,30,0.76,12.0,6.37,Win
Legionary,1,250,Wildling,5,250,185,26,0.74,10.4,7.12,Win
Legionary,1,250,Wildling,5,250,198,37,0.79,14.8,5.35,Win
Legionary,1,250,Wildling,5,250,203,22,0.81,8.8,9.23,Win
Legionary,1,250,Wildling,5,250,205,31,0.82,12.4,6.61,Win
Legionary,1,250,Heavy Spearmen,6,250,234,110,0.94,44.0,2.13,Win
Legionary,1,250,Heavy Spearmen,6,250,227,99,0.91,39.6,2.29,Win
Legionary,1,250,Heavy Spearmen,6,250,233,61,0.93,24.4,3.82,Win
Legionary,1,250,Heavy Spearmen,6,250,225,77,0.9,30.8,2.92,Win
Legionary,1,250,Heavy Spearmen,6,250,195,70,0.78,28.0,2.79,Win
Legionary,1,250,Heavy Spearmen,6,250,188,117,0.75,46.8,1.61,Win
Legionary,1,250,Heavy Spearmen,6,250,214,63,0.86,25.2,3.4,Win
Legionary,1,250,Heavy Spearmen,6,250,230,117,0.92,46.8,1.97,Win
Legionary,1,250,Heavy Spearmen,6,250,227,90,0.91,36.0,2.52,Win
Legionary,1,250,Heavy Spearmen,6,250,199,103,0.8,41.2,1.93,Win
Legionary,1,250,Heavy Axemen,7,250,203,4,0.81,1.6,50.75,Win
Legionary,1,250,Heavy Axemen,7,250,167,6,0.67,2.4,27.83,Win
Legionary,1,250,Heavy Axemen,7,250,172,1,0.69,0.4,172.0,Win
Legionary,1,250,Heavy Axemen,7,250,206,4,0.82,1.6,51.5,Win
Legionary,1,250,Heavy Axemen,7,250,222,5,0.89,2.0,44.4,Win
Legionary,1,250,Heavy Axemen,7,250,205,8,0.82,3.2,25.63,Win
Legionary,1,250,Heavy Axemen,7,250,213,3,0.85,1.2,71.0,Win
Legionary,1,250,Heavy Axemen,7,250,197,12,0.79,4.8,16.42,Win
Legionary,1,250,Heavy Axemen,7,250,230,10,0.92,4.0,23.0,Win
Legionary,1,250,Heavy Axemen,7,250,212,5,0.85,2.0,42.4,Win
Legionary,1,250,Veteran Infantry,8,250,221,141,0.88,56.4,1.57,Win
Legionary,1,250,Veteran Infantry,8,250,215,100,0.86,40.0,2.15,Win
Legionary,1,250,Veteran Infantry,8,250,153,202,0.61,80.8,0.76,Loss
Legionary,1,250,Veteran Infantry,8,250,205,157,0.82,62.8,1.31,Win
Legionary,1,250,Veteran Infantry,8,250,212,105,0.85,42.0,2.02,Win
Legionary,1,250,Veteran Infantry,8,250,190,71,0.76,28.4,2.68,Win
Legionary,1,250,Veteran Infantry,8,250,222,101,0.89,40.4,2.2,Win
Legionary,1,250,Veteran Infantry,8,250,226,118,0.9,47.2,1.92,Win
Legionary,1,250,Veteran Infantry,8,250,209,147,0.84,58.8,1.42,Win
Legionary,1,250,Veteran Infantry,8,250,224,100,0.9,40.0,2.24,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,206,110,0.82,44.0,1.87,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,191,101,0.76,40.4,1.89,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,210,101,0.84,40.4,2.08,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,157,208,0.63,83.2,0.75,Loss
Legionary,1,250,Elite Cataphract T6 Cav,9,250,189,81,0.76,32.4,2.33,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,200,73,0.8,29.2,2.74,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,213,121,0.85,48.4,1.76,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,212,84,0.85,33.6,2.52,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,227,174,0.91,69.6,1.3,Win
Legionary,1,250,Elite Cataphract T6 Cav,9,250,205,81,0.82,32.4,2.53,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,200,182,0.8,72.8,1.1,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,202,220,0.81,88.0,0.92,Loss
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,205,138,0.82,55.2,1.49,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,184,218,0.74,87.2,0.84,Loss
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,230,169,0.92,67.6,1.36,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,228,154,0.91,61.6,1.48,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,159,206,0.64,82.4,0.77,Loss
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,130,208,0.52,83.2,0.63,Loss
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,207,190,0.83,76.0,1.09,Win
Legionary,1,250,Imperial Sgt Crossbowmen,10,250,202,208,0.81,83.2,0.97,Loss
Legionary,1,250,Khan's Guard,11,250,81,208,0.32,83.2,0.39,Loss
Legionary,1,250,Khan's Guard,11,250,52,237,0.21,94.8,0.22,Loss
Legionary,1,250,Khan's Guard,11,250,57,231,0.23,92.4,0.25,Loss
Legionary,1,250,Khan's Guard,11,250,66,235,0.26,94.0,0.28,Loss
Legionary,1,250,Khan's Guard,11,250,61,226,0.24,90.4,0.27,Loss
Legionary,1,250,Khan's Guard,11,250,65,242,0.26,96.8,0.27,Loss
Legionary,1,250,Khan's Guard,11,250,72,220,0.29,88.0,0.33,Loss
Legionary,1,250,Khan's Guard,11,250,27,223,0.11,89.2,0.12,Loss
Legionary,1,250,Khan's Guard,11,250,63,225,0.25,90.0,0.28,Loss
Legionary,1,250,Khan's Guard,11,250,67,220,0.27,88.0,0.3,Loss
Legionary,1,250,Fian Champion,12,250,87,222,0.35,88.8,0.39,Loss
Legionary,1,250,Fian Champion,12,250,57,242,0.23,96.8,0.24,Loss
Legionary,1,250,Fian Champion,12,250,95,210,0.38,84.0,0.45,Loss
Legionary,1,250,Fian Champion,12,250,91,216,0.36,86.4,0.42,Loss
Legionary,1,250,Fian Champion,12,250,101,207,0.4,82.8,0.49,Loss
Legionary,1,250,Fian Champion,12,250,85,222,0.34,88.8,0.38,Loss
Legionary,1,250,Fian Champion,12,250,92,225,0.37,90.0,0.41,Loss
Legionary,1,250,Fian Champion,12,250,113,205,0.45,82.0,0.55,Loss
Legionary,1,250,Fian Champion,12,250,87,220,0.35,88.0,0.4,Loss
Legionary,1,250,Fian Champion,12,250,84,223,0.34,89.2,0.38,Loss
Legionary,1,250,Mixed Infantry,13,667,319,245,0.48,98.0,1.3,Loss
Legionary,1,250,Mixed Infantry,13,667,319,243,0.48,97.2,1.31,Loss
Legionary,1,250,Mixed Infantry,13,667,362,228,0.54,91.2,1.59,Loss
Legionary,1,250,Mixed Infantry,13,667,322,229,0.48,91.6,1.41,Loss
Legionary,1,250,Mixed Infantry,13,667,554,114,0.83,45.6,4.86,Win
Legionary,1,250,Mixed Infantry,13,667,552,137,0.83,54.8,4.03,Win
Legionary,1,250,Mixed Infantry,13,667,312,236,0.47,94.4,1.32,Loss
Legionary,1,250,Mixed Infantry,13,667,552,141,0.83,56.4,3.91,Win
Legionary,1,250,Mixed Infantry,13,667,309,234,0.46,93.6,1.32,Loss
Legionary,1,250,Mixed Infantry,13,667,464,228,0.7,91.2,2.04,Loss
Darkhan,2,250,Sergeant,3,250,213,135,0.85,54.0,1.58,Win
Darkhan,2,250,Sergeant,3,250,201,189,0.8,75.6,1.06,Win
Darkhan,2,250,Sergeant,3,250,144,214,0.58,85.6,0.67,Loss
Darkhan,2,250,Sergeant,3,250,107,209,0.43,83.6,0.51,Loss
Darkhan,2,250,Sergeant,3,250,211,208,0.84,83.2,1.01,Win
Darkhan,2,250,Sergeant,3,250,177,226,0.71,90.4,0.78,Loss
Darkhan,2,250,Sergeant,3,250,120,219,0.48,87.6,0.55,Loss
Darkhan,2,250,Sergeant,3,250,147,201,0.59,80.4,0.73,Loss
Darkhan,2,250,Sergeant,3,250,159,212,0.64,84.8,0.75,Loss
Darkhan,2,250,Sergeant,3,250,125,199,0.5,79.6,0.63,Loss
Darkhan,2,250,Oathsworn,4,250,206,131,0.82,52.4,1.57,Win
Darkhan,2,250,Oathsworn,4,250,216,91,0.86,36.4,2.37,Win
Darkhan,2,250,Oathsworn,4,250,172,207,0.69,82.8,0.83,Loss
Darkhan,2,250,Oathsworn,4,250,192,122,0.77,48.8,1.57,Win
Darkhan,2,250,Oathsworn,4,250,139,233,0.56,93.2,0.6,Loss
Darkhan,2,250,Oathsworn,4,250,147,194,0.59,77.6,0.76,Loss
Darkhan,2,250,Oathsworn,4,250,148,199,0.59,79.6,0.74,Loss
Darkhan,2,250,Oathsworn,4,250,154,232,0.62,92.8,0.66,Loss
Darkhan,2,250,Oathsworn,4,250,186,213,0.74,85.2,0.87,Loss
Darkhan,2,250,Oathsworn,4,250,100,199,0.4,79.6,0.5,Loss
Darkhan,2,250,Wildling,5,250,202,65,0.81,26.0,3.11,Win
Darkhan,2,250,Wildling,5,250,183,57,0.73,22.8,3.21,Win
Darkhan,2,250,Wildling,5,250,190,66,0.76,26.4,2.88,Win
Darkhan,2,250,Wildling,5,250,193,47,0.77,18.8,4.11,Win
Darkhan,2,250,Wildling,5,250,171,35,0.68,14.0,4.89,Win
Darkhan,2,250,Wildling,5,250,186,104,0.74,41.6,1.79,Win
Darkhan,2,250,Wildling,5,250,177,68,0.71,27.2,2.6,Win
Darkhan,2,250,Wildling,5,250,185,52,0.74,20.8,3.56,Win
Darkhan,2,250,Wildling,5,250,208,41,0.83,16.4,5.07,Win
Darkhan,2,250,Wildling,5,250,182,41,0.73,16.4,4.44,Win
Darkhan,2,250,Heavy Spearmen,6,250,116,205,0.46,82.0,0.57,Loss
Darkhan,2,250,Heavy Spearmen,6,250,214,180,0.86,72.0,1.19,Win
Darkhan,2,250,Heavy Spearmen,6,250,122,202,0.49,80.8,0.6,Loss
Darkhan,2,250,Heavy Spearmen,6,250,230,138,0.92,55.2,1.67,Win
Darkhan,2,250,Heavy Spearmen,6,250,172,212,0.69,84.8,0.81,Loss
Darkhan,2,250,Heavy Spearmen,6,250,121,203,0.48,81.2,0.6,Loss
Darkhan,2,250,Heavy Spearmen,6,250,218,125,0.87,50.0,1.74,Win
Darkhan,2,250,Heavy Spearmen,6,250,115,200,0.46,80.0,0.58,Loss
Darkhan,2,250,Heavy Spearmen,6,250,171,220,0.68,88.0,0.78,Loss
Darkhan,2,250,Heavy Spearmen,6,250,130,227,0.52,90.8,0.57,Loss
Darkhan,2,250,Heavy Axemen,7,250,94,226,0.38,90.4,0.42,Loss
Darkhan,2,250,Heavy Axemen,7,250,145,204,0.58,81.6,0.71,Loss
Darkhan,2,250,Heavy Axemen,7,250,168,209,0.67,83.6,0.8,Loss
Darkhan,2,250,Heavy Axemen,7,250,119,213,0.48,85.2,0.56,Loss
Darkhan,2,250,Heavy Axemen,7,250,203,140,0.81,56.0,1.45,Win
Darkhan,2,250,Heavy Axemen,7,250,137,198,0.55,79.2,0.69,Loss
Darkhan,2,250,Heavy Axemen,7,250,206,160,0.82,64.0,1.29,Win
Darkhan,2,250,Heavy Axemen,7,250,156,201,0.62,80.4,0.78,Loss
Darkhan,2,250,Heavy Axemen,7,250,100,220,0.4,88.0,0.45,Loss
Darkhan,2,250,Heavy Axemen,7,250,103,223,0.41,89.2,0.46,Loss
Darkhan,2,250,Veteran Infantry,8,250,128,207,0.51,82.8,0.62,Loss
Darkhan,2,250,Veteran Infantry,8,250,52,226,0.21,90.4,0.23,Loss
Darkhan,2,250,Veteran Infantry,8,250,58,206,0.23,82.4,0.28,Loss
Darkhan,2,250,Veteran Infantry,8,250,62,223,0.25,89.2,0.28,Loss
Darkhan,2,250,Veteran Infantry,8,250,68,207,0.27,82.8,0.33,Loss
Darkhan,2,250,Veteran Infantry,8,250,101,206,0.4,82.4,0.49,Loss
Darkhan,2,250,Veteran Infantry,8,250,54,215,0.22,86.0,0.25,Loss
Darkhan,2,250,Veteran Infantry,8,250,76,225,0.3,90.0,0.34,Loss
Darkhan,2,250,Veteran Infantry,8,250,70,223,0.28,89.2,0.31,Loss
Darkhan,2,250,Veteran Infantry,8,250,102,217,0.41,86.8,0.47,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,65,202,0.26,80.8,0.32,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,39,212,0.16,84.8,0.18,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,63,198,0.25,79.2,0.32,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,63,197,0.25,78.8,0.32,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,44,204,0.18,81.6,0.22,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,45,213,0.18,85.2,0.21,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,76,222,0.3,88.8,0.34,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,101,199,0.4,79.6,0.51,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,43,190,0.17,76.0,0.23,Loss
Darkhan,2,250,Elite Cataphract T6 Cav,9,250,34,210,0.14,84.0,0.16,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,165,206,0.66,82.4,0.8,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,209,156,0.84,62.4,1.34,Win
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,92,215,0.37,86.0,0.43,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,104,239,0.42,95.6,0.44,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,197,128,0.79,51.2,1.54,Win
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,195,205,0.78,82.0,0.95,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,199,220,0.8,88.0,0.9,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,213,177,0.85,70.8,1.2,Win
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,117,217,0.47,86.8,0.54,Loss
Darkhan,2,250,Imperial Sgt Crossbowmen,10,250,228,161,0.91,64.4,1.42,Win
Darkhan,2,250,Khan's Guard,11,250,22,229,0.09,91.6,0.1,Loss
Darkhan,2,250,Khan's Guard,11,250,53,229,0.21,91.6,0.23,Loss
Darkhan,2,250,Khan's Guard,11,250,18,240,0.07,96.0,0.08,Loss
Darkhan,2,250,Khan's Guard,11,250,56,220,0.22,88.0,0.25,Loss
Darkhan,2,250,Khan's Guard,11,250,41,230,0.16,92.0,0.18,Loss
Darkhan,2,250,Khan's Guard,11,250,19,236,0.08,94.4,0.08,Loss
Darkhan,2,250,Khan's Guard,11,250,26,232,0.1,92.8,0.11,Loss
Darkhan,2,250,Khan's Guard,11,250,38,242,0.15,96.8,0.16,Loss
Darkhan,2,250,Khan's Guard,11,250,30,235,0.12,94.0,0.13,Loss
Darkhan,2,250,Khan's Guard,11,250,31,222,0.12,88.8,0.14,Loss
Darkhan,2,250,Fian Champion,12,250,59,235,0.24,94.0,0.25,Loss
Darkhan,2,250,Fian Champion,12,250,33,230,0.13,92.0,0.14,Loss
Darkhan,2,250,Fian Champion,12,250,30,231,0.12,92.4,0.13,Loss
Darkhan,2,250,Fian Champion,12,250,65,216,0.26,86.4,0.3,Loss
Darkhan,2,250,Fian Champion,12,250,51,220,0.2,88.0,0.23,Loss
Darkhan,2,250,Fian Champion,12,250,72,213,0.29,85.2,0.34,Loss
Darkhan,2,250,Fian Champion,12,250,48,213,0.19,85.2,0.23,Loss
Darkhan,2,250,Fian Champion,12,250,52,210,0.21,84.0,0.25,Loss
Darkhan,2,250,Fian Champion,12,250,40,224,0.16,89.6,0.18,Loss
Darkhan,2,250,Fian Champion,12,250,36,223,0.14,89.2,0.16,Loss
Darkhan,2,250,Mixed Infantry,13,667,496,210,0.74,84.0,2.36,Win
Darkhan,2,250,Mixed Infantry,13,667,501,107,0.75,42.8,4.68,Win
Darkhan,2,250,Mixed Infantry,13,667,454,226,0.68,90.4,2.01,Loss
Darkhan,2,250,Mixed Infantry,13,667,347,241,0.52,96.4,1.44,Loss
Darkhan,2,250,Mixed Infantry,13,667,545,137,0.82,54.8,3.98,Win
Darkhan,2,250,Mixed Infantry,13,667,506,79,0.76,31.6,6.41,Win
Darkhan,2,250,Mixed Infantry,13,667,425,235,0.64,94.0,1.81,Loss
Darkhan,2,250,Mixed Infantry,13,667,370,246,0.55,98.4,1.5,Loss
Darkhan,2,250,Mixed Infantry,13,667,418,236,0.63,94.4,1.77,Loss
Darkhan,2,250,Mixed Infantry,13,667,512,121,0.77,48.4,4.23,Win
Sergeant,3,250,Wildling,5,250,192,45,0.77,18.0,4.27,Win
Sergeant,3,250,Wildling,5,250,213,50,0.85,20.0,4.26,Win
Sergeant,3,250,Wildling,5,250,216,50,0.86,20.0,4.32,Win
Sergeant,3,250,Wildling,5,250,182,63,0.73,25.2,2.89,Win
Sergeant,3,250,Wildling,5,250,184,46,0.74,18.4,4.0,Win
Sergeant,3,250,Wildling,5,250,185,61,0.74,24.4,3.03,Win
Sergeant,3,250,Wildling,5,250,186,48,0.74,19.2,3.88,Win
Sergeant,3,250,Wildling,5,250,195,87,0.78,34.8,2.24,Win
Sergeant,3,250,Wildling,5,250,193,88,0.77,35.2,2.19,Win
Sergeant,3,250,Wildling,5,250,194,64,0.78,25.6,3.03,Win
Sergeant,3,250,Oathsworn,4,250,216,158,0.86,63.2,1.37,Win
Sergeant,3,250,Oathsworn,4,250,212,165,0.85,66.0,1.28,Win
Sergeant,3,250,Oathsworn,4,250,227,88,0.91,35.2,2.58,Win
Sergeant,3,250,Oathsworn,4,250,213,120,0.85,48.0,1.78,Win
Sergeant,3,250,Oathsworn,4,250,217,99,0.87,39.6,2.19,Win
Sergeant,3,250,Oathsworn,4,250,205,127,0.82,50.8,1.61,Win
Sergeant,3,250,Oathsworn,4,250,208,147,0.83,58.8,1.41,Win
Sergeant,3,250,Oathsworn,4,250,154,206,0.62,82.4,0.75,Loss
Sergeant,3,250,Oathsworn,4,250,221,91,0.88,36.4,2.43,Win
Sergeant,3,250,Oathsworn,4,250,212,84,0.85,33.6,2.52,Win
Sergeant,3,250,Heavy Spearmen,6,250,212,156,0.85,62.4,1.36,Win
Sergeant,3,250,Heavy Spearmen,6,250,236,87,0.94,34.8,2.71,Win
Sergeant,3,250,Heavy Spearmen,6,250,204,129,0.82,51.6,1.58,Win
Sergeant,3,250,Heavy Spearmen,6,250,212,123,0.85,49.2,1.72,Win
Sergeant,3,250,Heavy Spearmen,6,250,218,153,0.87,61.2,1.42,Win
Sergeant,3,250,Heavy Spearmen,6,250,147,203,0.59,81.2,0.72,Loss
Sergeant,3,250,Heavy Spearmen,6,250,169,209,0.68,83.6,0.81,Loss
Sergeant,3,250,Heavy Spearmen,6,250,223,106,0.89,42.4,2.1,Win
Sergeant,3,250,Heavy Spearmen,6,250,202,222,0.81,88.8,0.91,Loss
Sergeant,3,250,Heavy Spearmen,6,250,203,166,0.81,66.4,1.22,Win
Sergeant,3,250,Heavy Axemen,7,250,218,153,0.87,61.2,1.42,Win
Sergeant,3,250,Heavy Axemen,7,250,205,215,0.82,86.0,0.95,Loss
Sergeant,3,250,Heavy Axemen,7,250,114,199,0.46,79.6,0.57,Loss
Sergeant,3,250,Heavy Axemen,7,250,195,130,0.78,52.0,1.5,Win
Sergeant,3,250,Heavy Axemen,7,250,192,122,0.77,48.8,1.57,Win
Sergeant,3,250,Heavy Axemen,7,250,232,140,0.93,56.0,1.66,Win
Sergeant,3,250,Heavy Axemen,7,250,205,134,0.82,53.6,1.53,Win
Sergeant,3,250,Heavy Axemen,7,250,190,165,0.76,66.0,1.15,Win
Sergeant,3,250,Heavy Axemen,7,250,201,167,0.8,66.8,1.2,Win
Sergeant,3,250,Heavy Axemen,7,250,160,208,0.64,83.2,0.77,Loss
Sergeant,3,250,Veteran Infantry,8,250,124,204,0.5,81.6,0.61,Loss
Sergeant,3,250,Veteran Infantry,8,250,192,208,0.77,83.2,0.92,Loss
Sergeant,3,250,Veteran Infantry,8,250,112,207,0.45,82.8,0.54,Loss
Sergeant,3,250,Veteran Infantry,8,250,138,206,0.55,82.4,0.67,Loss
Sergeant,3,250,Veteran Infantry,8,250,222,188,0.89,75.2,1.18,Win
Sergeant,3,250,Veteran Infantry,8,250,174,205,0.7,82.0,0.85,Loss
Sergeant,3,250,Veteran Infantry,8,250,213,173,0.85,69.2,1.23,Win
Sergeant,3,250,Veteran Infantry,8,250,93,214,0.37,85.6,0.43,Loss
Sergeant,3,250,Veteran Infantry,8,250,123,212,0.49,84.8,0.58,Loss
Sergeant,3,250,Veteran Infantry,8,250,117,199,0.47,79.6,0.59,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,86,215,0.34,86.0,0.4,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,204,198,0.82,79.2,1.03,Win
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,107,195,0.43,78.0,0.55,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,140,210,0.56,84.0,0.67,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,192,202,0.77,80.8,0.95,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,127,217,0.51,86.8,0.59,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,214,168,0.86,67.2,1.27,Win
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,194,201,0.78,80.4,0.97,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,96,212,0.38,84.8,0.45,Loss
Sergeant,3,250,Elite Cataphract T6 Cav,9,250,103,206,0.41,82.4,0.5,Loss
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,154,204,0.62,81.6,0.75,Loss
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,220,164,0.88,65.6,1.34,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,209,105,0.84,42.0,1.99,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,213,111,0.85,44.4,1.92,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,197,147,0.79,58.8,1.34,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,177,206,0.71,82.4,0.86,Loss
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,213,143,0.85,57.2,1.49,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,228,174,0.91,69.6,1.31,Win
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,129,202,0.52,80.8,0.64,Loss
Sergeant,3,250,Imperial Sgt Crossbowmen,10,250,217,160,0.87,64.0,1.36,Win
Sergeant,3,250,Khan's Guard,11,250,88,223,0.35,89.2,0.39,Loss
Sergeant,3,250,Khan's Guard,11,250,41,228,0.16,91.2,0.18,Loss
Sergeant,3,250,Khan's Guard,11,250,41,228,0.16,91.2,0.18,Loss
Sergeant,3,250,Khan's Guard,11,250,52,228,0.21,91.2,0.23,Loss
Sergeant,3,250,Khan's Guard,11,250,51,223,0.2,89.2,0.23,Loss
Sergeant,3,250,Khan's Guard,11,250,60,217,0.24,86.8,0.28,Loss
Sergeant,3,250,Khan's Guard,11,250,66,223,0.26,89.2,0.3,Loss
Sergeant,3,250,Khan's Guard,11,250,60,225,0.24,90.0,0.27,Loss
Sergeant,3,250,Khan's Guard,11,250,41,236,0.16,94.4,0.17,Loss
Sergeant,3,250,Khan's Guard,11,250,43,228,0.17,91.2,0.19,Loss
Sergeant,3,250,Fian Champion,12,250,35,224,0.14,89.6,0.16,Loss
Sergeant,3,250,Fian Champion,12,250,74,211,0.3,84.4,0.35,Loss
Sergeant,3,250,Fian Champion,12,250,44,221,0.18,88.4,0.2,Loss
Sergeant,3,250,Fian Champion,12,250,59,219,0.24,87.6,0.27,Loss
Sergeant,3,250,Fian Champion,12,250,75,210,0.3,84.0,0.36,Loss
Sergeant,3,250,Fian Champion,12,250,50,234,0.2,93.6,0.21,Loss
Sergeant,3,250,Fian Champion,12,250,69,222,0.28,88.8,0.31,Loss
Sergeant,3,250,Fian Champion,12,250,56,216,0.22,86.4,0.26,Loss
Sergeant,3,250,Fian Champion,12,250,70,235,0.28,94.0,0.3,Loss
Sergeant,3,250,Fian Champion,12,250,63,225,0.25,90.0,0.28,Loss
Sergeant,3,250,Mixed Infantry,13,667,523,124,0.78,49.6,4.22,Win
Sergeant,3,250,Mixed Infantry,13,667,309,237,0.46,94.8,1.3,Win
Sergeant,3,250,Mixed Infantry,13,667,526,167,0.79,66.8,3.15,Win
Sergeant,3,250,Mixed Infantry,13,667,497,234,0.75,93.6,2.12,Loss
Sergeant,3,250,Mixed Infantry,13,667,525,208,0.79,83.2,2.52,Win
Sergeant,3,250,Mixed Infantry,13,667,601,129,0.9,51.6,4.66,Win
Sergeant,3,250,Mixed Infantry,13,667,302,234,0.45,93.6,1.29,Loss
Sergeant,3,250,Mixed Infantry,13,667,292,244,0.44,97.6,1.2,Loss
Sergeant,3,250,Mixed Infantry,13,667,553,229,0.83,91.6,2.41,Loss
